id,source,start_t,end_t,p_ratio
19592,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,105.0,106.0,0.0
19593,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,106.0,107.0,0.0
19594,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,107.0,108.0,0.0
19595,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,108.0,109.0,0.0
19596,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,109.0,110.0,0.0
19597,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,110.0,111.0,0.0
19598,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,111.0,112.0,0.0
19599,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,112.0,113.0,0.0
19600,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,113.0,114.0,0.0
19601,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,114.0,115.0,0.0
19602,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,115.0,116.0,0.0
19603,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,116.0,117.0,0.0
19604,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,117.0,118.0,0.0
19605,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,118.0,119.0,0.0
19606,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,119.0,120.0,0.0
19607,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,120.0,121.0,0.0
19608,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,121.0,122.0,0.0
19609,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,122.0,123.0,0.0
19610,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,123.0,124.0,0.47
19611,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,124.0,125.0,1.0
19612,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,125.0,126.0,1.0
19613,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,126.0,127.0,1.0
19614,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,127.0,128.0,1.0
19615,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,128.0,129.0,1.0
19616,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,129.0,130.0,1.0
19617,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,130.0,131.0,1.0
19618,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,131.0,132.0,1.0
19619,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,132.0,133.0,1.0
19620,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,133.0,134.0,1.0
19621,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,134.0,135.0,0.3
19622,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,135.0,136.0,0.0
19623,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,136.0,137.0,0.0
19624,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,137.0,138.0,0.0
19625,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,138.0,139.0,0.0
19626,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,139.0,140.0,0.0
19627,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,140.0,141.0,0.0
19628,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,141.0,142.0,0.0
19629,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,142.0,143.0,0.0
19630,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,143.0,144.0,0.0
19631,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,144.0,145.0,0.0
19632,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,145.0,146.0,0.0
19633,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,146.0,147.0,0.0
19634,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,147.0,148.0,0.0
19635,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,148.0,149.0,0.0
19636,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,149.0,150.0,0.0
19637,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,150.0,151.0,0.91
19638,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,151.0,152.0,1.0
19639,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,152.0,153.0,1.0
19640,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,153.0,154.0,1.0
19641,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,154.0,155.0,1.0
19642,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,155.0,156.0,1.0
19643,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,156.0,157.0,1.0
19644,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,157.0,158.0,1.0
19645,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,158.0,159.0,1.0
19646,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,159.0,160.0,1.0
19647,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,160.0,161.0,1.0
19648,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,161.0,162.0,0.82
19649,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,162.0,163.0,0.0
19650,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,163.0,164.0,0.0
19651,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,164.0,165.0,0.0
19652,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,165.0,166.0,0.0
19653,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,166.0,167.0,0.0
19654,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,167.0,168.0,0.0
19655,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,168.0,169.0,0.0
19656,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,169.0,170.0,0.0
19657,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,170.0,171.0,0.0
19658,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,171.0,172.0,0.0
19659,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,172.0,173.0,0.0
19660,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,173.0,174.0,0.0
19661,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,174.0,175.0,0.0
19662,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,175.0,176.0,0.0
19663,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,176.0,177.0,0.0
19664,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,177.0,178.0,0.0
19665,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,178.0,179.0,0.0
19666,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,179.0,180.0,0.0
19667,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,180.0,181.0,0.0
19668,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,181.0,182.0,0.0
19669,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,182.0,183.0,0.0
19670,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,183.0,184.0,0.0
19671,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,184.0,185.0,0.0
19672,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,185.0,186.0,0.0
19673,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,186.0,187.0,0.0
19674,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,187.0,188.0,0.0
19675,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,188.0,189.0,0.0
19676,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,189.0,190.0,0.0
19677,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,190.0,191.0,0.0
19678,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,191.0,192.0,0.0
19679,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,192.0,193.0,0.0
19680,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,193.0,194.0,0.0
19681,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,194.0,195.0,0.0
19682,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,195.0,196.0,0.0
19683,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,196.0,197.0,0.0
19684,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,197.0,198.0,0.0
19685,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,198.0,199.0,0.0
19686,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,199.0,200.0,0.0
19687,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,200.0,201.0,0.0
19688,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,201.0,202.0,0.75
19689,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,202.0,203.0,1.0
19690,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,203.0,204.0,1.0
19691,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,204.0,205.0,1.0
19692,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,205.0,206.0,1.0
19693,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,206.0,207.0,1.0
19694,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,207.0,208.0,1.0
19695,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,208.0,209.0,1.0
19696,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,209.0,210.0,1.0
19697,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,210.0,211.0,1.0
19698,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,211.0,212.0,1.0
19699,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,212.0,213.0,1.0
19700,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,213.0,214.0,0.44
19701,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,214.0,215.0,0.0
19702,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,215.0,216.0,0.0
19703,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,216.0,217.0,0.0
19704,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,217.0,218.0,0.45
19705,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,218.0,219.0,1.0
19706,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,219.0,220.0,1.0
19707,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,220.0,221.0,1.0
19708,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,221.0,222.0,1.0
19709,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,222.0,223.0,1.0
19710,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,223.0,224.0,1.0
19711,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,224.0,225.0,1.0
19712,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,225.0,226.0,1.0
19713,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,226.0,227.0,1.0
19714,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,227.0,228.0,1.0
19715,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,228.0,229.0,1.0
19716,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,229.0,230.0,0.88
19717,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,230.0,231.0,0.0
19718,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,231.0,232.0,0.0
19719,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,232.0,233.0,0.0
19720,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,233.0,234.0,0.0
19721,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,234.0,235.0,0.0
19722,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,235.0,236.0,0.0
19723,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,236.0,237.0,0.0
19724,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,237.0,238.0,0.0
19725,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,238.0,239.0,0.0
19726,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,239.0,240.0,0.0
19727,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,240.0,241.0,0.0
19728,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,241.0,242.0,0.0
19729,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,242.0,243.0,0.0
19730,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,243.0,244.0,0.0
19731,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,244.0,245.0,0.0
19732,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,245.0,246.0,0.0
19733,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,246.0,247.0,0.0
19734,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,247.0,248.0,0.0
19735,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,248.0,249.0,0.0
19736,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,249.0,250.0,0.0
19737,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,250.0,251.0,0.0
19738,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,251.0,252.0,0.0
19739,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,252.0,253.0,0.0
19740,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,253.0,254.0,0.0
19741,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,254.0,255.0,0.0
19742,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,255.0,256.0,0.0
19743,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,256.0,257.0,0.0
19744,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,257.0,258.0,0.0
19745,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,258.0,259.0,0.0
19746,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,259.0,260.0,0.0
19747,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,260.0,261.0,0.0
19748,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,261.0,262.0,0.0
19749,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,262.0,263.0,0.0
19750,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,263.0,264.0,0.0
19751,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,264.0,265.0,0.0
19752,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,265.0,266.0,0.0
19753,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,266.0,267.0,0.0
19754,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,267.0,268.0,0.0
19755,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,268.0,269.0,0.0
19756,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,269.0,270.0,0.0
19757,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,270.0,271.0,0.0
19758,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,271.0,272.0,0.0
19759,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,272.0,273.0,0.0
19760,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,273.0,274.0,0.0
19761,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,274.0,275.0,0.0
19762,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,275.0,276.0,0.0
19763,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,276.0,277.0,0.0
19764,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,277.0,278.0,0.0
19765,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,278.0,279.0,0.0
19766,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,279.0,280.0,0.0
19767,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,280.0,281.0,0.0
19768,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,281.0,282.0,0.0
19769,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,282.0,283.0,0.0
19770,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,283.0,284.0,0.0
19771,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,284.0,285.0,0.0
19772,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,285.0,286.0,0.0
19773,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,286.0,287.0,0.0
19774,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,287.0,288.0,0.0
19775,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,288.0,289.0,0.0
19776,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,289.0,290.0,0.0
19777,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,290.0,291.0,0.0
19778,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,291.0,292.0,0.0
19779,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,292.0,293.0,0.01
19780,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,293.0,294.0,1.0
19781,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,294.0,295.0,1.0
19782,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,295.0,296.0,1.0
19783,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,296.0,297.0,1.0
19784,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,297.0,298.0,0.73
19785,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,298.0,299.0,0.0
19786,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,299.0,300.0,0.0
19787,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,300.0,301.0,0.0
19788,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,301.0,302.0,0.0
19789,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,302.0,303.0,0.0
19790,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,303.0,304.0,0.0
19791,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,304.0,305.0,0.0
19792,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,305.0,306.0,0.0
19793,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,306.0,307.0,0.0
19794,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,307.0,308.0,0.0
19795,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,308.0,309.0,0.0
19796,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,309.0,310.0,0.0
19797,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,310.0,311.0,0.0
19798,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,311.0,312.0,0.0
19799,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,312.0,313.0,0.37
19800,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,313.0,314.0,1.0
19801,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,314.0,315.0,1.0
19802,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,315.0,316.0,1.0
19803,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,316.0,317.0,1.0
19804,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,317.0,318.0,1.0
19805,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,318.0,319.0,1.0
19806,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,319.0,320.0,1.0
19807,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,320.0,321.0,1.0
19808,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,321.0,322.0,1.0
19809,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,322.0,323.0,1.0
19810,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,323.0,324.0,1.0
19811,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,324.0,325.0,1.0
19812,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,325.0,326.0,1.0
19813,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,326.0,327.0,1.0
19814,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,327.0,328.0,1.0
19815,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,328.0,329.0,1.0
19816,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,329.0,330.0,0.35
19817,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,330.0,331.0,0.0
19818,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,331.0,332.0,0.0
19819,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,332.0,333.0,0.0
19820,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,333.0,334.0,0.0
19821,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,334.0,335.0,0.0
19822,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,335.0,336.0,0.0
19823,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,336.0,337.0,0.0
19824,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,337.0,338.0,0.0
19825,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,338.0,339.0,0.0
19826,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,339.0,340.0,0.0
19827,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,340.0,341.0,0.0
19828,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,341.0,342.0,0.0
19829,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,342.0,343.0,0.0
19830,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,343.0,344.0,0.0
19831,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,344.0,345.0,0.0
19832,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,345.0,346.0,0.0
19833,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,346.0,347.0,0.0
19834,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,347.0,348.0,0.0
19835,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,348.0,349.0,0.0
19836,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,349.0,350.0,0.0
19837,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,350.0,351.0,0.0
19838,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,351.0,352.0,0.0
19839,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,352.0,353.0,0.0
19840,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,353.0,354.0,0.0
19841,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,354.0,355.0,0.0
19842,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,355.0,356.0,0.0
19843,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,356.0,357.0,0.0
19844,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,357.0,358.0,0.0
19845,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,358.0,359.0,0.0
19846,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,359.0,360.0,0.0
19847,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,360.0,361.0,0.0
19848,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,361.0,362.0,0.0
19849,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,362.0,363.0,0.0
19850,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,363.0,364.0,0.0
19851,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,364.0,365.0,0.0
19852,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,365.0,366.0,0.0
19853,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,366.0,367.0,0.0
19854,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,367.0,368.0,0.0
19855,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,368.0,369.0,0.0
19856,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,369.0,370.0,0.0
19857,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,370.0,371.0,0.0
19858,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,371.0,372.0,0.0
19859,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,372.0,373.0,0.0
19860,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,373.0,374.0,0.0
19861,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,374.0,375.0,0.0
19862,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,375.0,376.0,0.0
19863,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,376.0,377.0,0.0
19864,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,377.0,378.0,0.0
19865,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,378.0,379.0,0.0
